ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,status,error
SYK,Period3,best1bin,1.14344225392086E-06,0.989899872724564,8.84845606645871E-06,0.29604088431069,0.355981977757001,0.299999484107304,0.0000015,0.950323682227898,0.00001,0.25,0.3,1.09282438285891,-14.0978469149848,12.7752981611099,,,170915.311341481,-506.055145621325,314.06479215622,1595,281,ok,
TJX,Period1,best1bin,1.00523630512304E-06,0.989988485307161,9.77261785457191E-06,0.408944911011115,0.322084676763988,0.299998255961186,0.0000015,0.867665796986254,0.00001,0.25,0.3,1.11850421563145,-14.6164185544607,7.3598894361165,-2.71742666429945,17.6715495448071,221506.957150272,1569.81543192727,168.88916015625,599,221,ok,
TJX,Period2,best1bin,1.3917846751068E-06,0.979146903587216,6.34445285032551E-06,0.276151896164087,0.306497057088564,0.299998547983681,0.0000015,0.5,0.00001,0.25,0.3,1.06251069387823,-19.5391230774659,13.3842014551904,-5.14984574915507,21.9738810161971,2596205.5644204,5297.14287808276,590.471550226212,5349,679,ok,
TJX,Period3,best1bin,1.04221711022266E-06,0.986210015350298,8.4524203825858E-06,0.413590611288878,0.30644112742079,0.299993885476804,0.0000015,0.934923509442542,7.64937193680724E-06,0.25,0.3,1.11246283208519,-18.2408643564532,14.5594411017638,,,1356518.67526142,-1117.21589155556,1002.40924358368,5219,694,ok,
TMO,Period1,best1bin,1.06151251336984E-06,0.985221045998435,7.79092819470316E-06,0.290460286321021,0.382921194189341,0.299998442784951,0.0000015,0.882281398755374,0.00001,0.25,0.3,1.09620086135213,-19.8824929979179,3.03455311287596,-2.66771498864614,17.8819851162423,3082484.54111106,1531.27728716411,112.422629356384,723,227,ok,
TMO,Period2,best1bin,1.34951194179098E-06,0.985858331027468,8.40071865935674E-06,0.268796781184595,0.303610835876024,0.299992372704199,0.0000015,0.966167659938297,0.00001,0.25,0.3,1.06599619988309,-15.7180315583082,14.6130062817231,,,384237.365204417,-2018.95823952975,575.382033824921,3185,672,ok,
TMO,Period3,best1bin,1.43860905217881E-06,0.982930658033861,6.83441727291774E-06,0.476708267159486,0.301133975139018,0.29999825352834,1.35743605702396E-06,0.986704871944324,9.89203567572693E-06,0.25,0.3,1.13317479742222,-18.242302981047,12.9714787475254,,,1357494.78684792,-1171.35221779514,497.448734283447,3800,389,ok,
TPR,Period1,best1bin,0.0000015,0.960525729884271,0.00001,0.25,0.3,0.1,0.0000015,0.960525729884271,0.00001,0.25,0.3,1.03687495768389,,,,,,,10928.4375534058,3262,296,ok,
TPR,Period2,best1bin,1.38391672125333E-06,0.989791174606152,8.52269497901475E-06,0.400653878548981,0.549349637426711,0.299999235683121,0.0000015,0.98399986561731,3.99644097972342E-06,0.25,0.3,1.20083101389828,-20.0679335998241,16.0768955806727,,,3381962.76936109,-3642.71059319839,1636.2564535141,10188,1363,ok,
TPR,Period3,best1bin,1.4756085898706E-06,0.989745989309137,9.97046911723878E-06,0.393447477210226,0.414323812405264,0.29999458281338,0.0000015,0.957621849184671,0.00001,0.25,0.3,1.14283081088332,-15.4268956393909,13.4389727630218,,,332185.165453262,-400.559884373515,499.560807943344,2376,537,ok,
TXN,Period1,best1bin,1.25211440263406E-06,0.986975896098159,8.27961201478319E-06,0.309247254944892,0.399995082551466,0.299995459944934,0.0000015,0.946607386485231,0.00001,0.25,0.3,1.10894154503526,-20.2016300640253,11.2736156381503,-0.453235184518487,21.0477426681717,3615768.6973688,506.040948680542,618.22158408165,4004,266,ok,
TXN,Period2,best1bin,1.39671479157251E-06,0.98048127799936,5.15000201097776E-06,0.416215601027853,0.308263675334558,0.299996163884024,0.0000015,0.973239096212661,2.21481360503637E-06,0.25,0.3,1.10887576247544,-21.6836440029265,16.1403202373826,,,7586053.10394782,-3209.73638779213,1748.02798581123,14254,1471,ok,
TXN,Period3,best1bin,1.15362401240629E-06,0.988590627973266,7.1502666551112E-06,0.349447607393146,0.370204899999483,0.299999989794212,0.0000015,0.832648628495898,0.00001,0.25,0.3,1.11196975141658,-19.5018034429783,15.4197849565774,-1.12153846367596,27.2286633893251,2548210.02963231,706.815190279405,1214.25026655197,7977,833,ok,
TXT,Period1,best1bin,1.41794177522965E-06,0.989989898510275,9.83894386268805E-06,0.480022978072123,0.577819238474009,0.299997651929385,0.0000015,0.934675526458815,0.00001,0.25,0.3,1.24272970958254,-14.0567728082378,13.5929440447701,-5.03101141585401,16.7347152662898,167441.012512578,4991.56969755245,532.111475467682,1863,278,ok,
TXT,Period2,best1bin,1.02126522975417E-06,0.986691757598506,9.85870693479279E-06,0.402987079177498,0.310722861449978,0.299992929061325,0.0000015,0.977068878066397,9.85331207356862E-06,0.25,0.3,1.11018372678703,-18.2018019215975,13.3858080598383,,,1330281.27233707,-1650.90654714753,755.289058923721,4095,682,ok,
TXT,Period3,best1bin,1.27438425152059E-06,0.988484618674279,9.77772259874384E-06,0.275704754902382,0.322807446630085,0.299995001609691,0.000001,0.969006935231926,0.00001,0.25,0.3,1.07578789774215,-16.0137705049727,7.05985749604615,,,445470.030705408,-459.058205017945,167.168537855148,746,247,ok,
UNH,Period1,best1bin,1.40365931486268E-06,0.981642731921746,9.78242169145763E-06,0.265339959985348,0.44958525890189,0.299998568141306,0.0000015,0.942316941325235,0.00001,0.25,0.3,1.11182491994889,-20.8526391145115,10.995465020234,-2.68804102605194,19.6338296335925,5006860.13613335,1546.91903593339,686.357159614563,4314,305,ok,
UNH,Period2,best1bin,1.24541670099732E-06,0.969406638790508,9.77670617966401E-06,0.253476559540911,0.507020293413054,0.299998316197089,0.0000015,0.968651637694194,1.44823054630249E-06,0.25,0.3,1.12297336370797,-20.6686036784023,18.1897412111741,,,4566701.99942712,-2144.96024666928,2299.6964199543,17530,1675,ok,
UNH,Period3,best1bin,1.49295279497448E-06,0.980031151567194,9.64321320149418E-06,0.4045612809918,0.348751028695585,0.299997066499802,0.0000015,0.820637016314567,0.00001,0.25,0.3,1.11613537182158,-19.9795831228475,16.7145245452762,-2.54252348986085,26.1096730557575,3235815.56705173,1438.36415726346,1681.43632507324,11371,876,ok,
VTRS,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
VTRS,Period2,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
VTRS,Period3,best1bin,1.0663105294889E-06,0.989837437374733,3.76538810034204E-06,0.425735364482032,0.355290120745731,0.299997567522297,0.000001,0.805304759667171,0.00001,0.25,0.3,1.13457473218561,-20.4230112324129,8.69521842176183,-3.34678326433046,20.9374498099472,4038991.60559716,2150.36232927096,388.651752710342,2499,423,ok,
WAT,Period1,best1bin,0.0000015,0.864893353236811,0.00001,0.25,0.3,0.1,0.0000015,0.864893353236811,0.00001,0.25,0.3,0.948968130431926,,,,,,,2549.17229533196,557,205,ok,
WAT,Period2,best1bin,1.23692091008959E-06,0.989898462184496,9.99829593633912E-06,0.25272479347993,0.375934722321136,0.299996814016913,0.000001,0.901113448070362,0.00001,0.25,0.3,1.08862100945318,-13.2133116013105,10.8648883490611,0.123634352031702,23.9205147867739,109826.354349526,379.245147813816,288.070438861847,912,390,ok,
WAT,Period3,best1bin,1.23471133176726E-06,0.989714538691576,9.88030148555901E-06,0.426620233965899,0.470228109401885,0.299992886696003,0.000001,0.99,0.00000001,0.25,0.3,1.17586315832133,-14.0855701055207,3.62074762027141,,,169869.377452563,-299.514810405466,78.9592261314392,255,130,ok,
WFC,Period1,best1bin,1.24245994438518E-06,0.984237389320034,4.89469763698644E-06,0.347808761516166,0.371787380818617,0.29999890456333,0.0000015,0.99,0.00001,0.25,0.3,1.10811553083801,-23.1104868561471,10.7393792031467,,,15482848.6122171,-398.320146547608,920.975386857987,6438,261,ok,
WFC,Period2,best1bin,1.27837653911956E-06,0.964084059243214,9.58704243933734E-06,0.335648522213112,0.452658058195239,0.299999984557083,0.0000015,0.953385351009084,2.20869242762362E-06,0.25,0.3,1.11669929770433,-24.0249439564063,17.5121467963554,,,24458099.2867604,-2915.486525243,3884.23312163353,29954,1750,ok,
WFC,Period3,best1bin,1.01883723123034E-06,0.982155320868344,8.47131103193823E-06,0.460139806129602,0.309128665675565,0.299999291266423,0.0000015,0.840964978861372,0.00001,0.25,0.3,1.12779353053214,-22.7810704054905,17.1894541951082,-3.44866088181256,25.1553978697798,13131640.7809129,2262.73704398088,2634.38202571869,21897,869,ok,
WM,Period1,best1bin,1.34676837803707E-06,0.989622660205175,7.4107822765199E-06,0.391418390356312,0.302157233272606,0.299974946913323,0.0000015,0.99,0.00001,0.25,0.3,1.10628222419796,-16.0154101417076,10.1806647271915,,,445835.384960331,-647.142167513951,246.283613204956,1393,256,ok,
WM,Period2,best1bin,1.14173316834492E-06,0.986272545481819,7.19626335177245E-06,0.251135933847643,0.303874831116672,0.299985043141091,0.0000015,0.935587576261706,0.00001,0.25,0.3,1.06214062358992,-18.5864094184012,13.7357162109867,,,1612352.27201441,-2189.76186619887,557.273459196091,4743,679,ok,
WM,Period3,best1bin,1.29918514948793E-06,0.978416240776265,9.85136436486132E-06,0.407582353065624,0.30609712029388,0.29999964663705,0.000001,0.980474497058174,3.82565850384284E-06,0.25,0.3,1.10323033039172,-17.1223463992517,11.7139735845348,,,775430.160085048,-1173.42346190638,295.910108089447,2362,412,ok,
