ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,status,error
AMD,Period1,best1bin,1.42250473811378E-06,0.987921639049026,9.52141558755493E-06,0.362555242343952,0.310534889745594,0.299998422632665,0.0000015,0.989999997019768,0.00001,0.25,0.3,1.09720890740751,-22.2755913964523,10.3670521089476,,,10198953.7373744,-225.064459580711,835.375871181488,5057,251,ok,
AMD,Period2,best1bin,1.06343507801392E-06,0.988344222281119,6.9285323839044E-06,0.362824590838427,0.316586738458171,0.299997133651166,0.0000015,0.981739634155814,2.65061321248195E-07,0.25,0.3,1.09940581608897,-23.0168189838904,18.6676411627773,-10.1605849769325,19.8578077757862,14774444.0373864,64879.8572431988,5077.70744919777,30850,1100,ok,
AMD,Period3,best1bin,1.10618007629121E-06,0.980784681009557,8.13331731635837E-06,0.271718163586573,0.510715776137712,0.299997182815923,0.0000015,0.903371908346444,0.00001,0.25,0.3,1.13868343054125,-23.5760885973525,21.209946764215,-3.19352008593179,25.3410934459737,19541369.6866649,1991.73230279315,6879.61065483093,57366,859,ok,
AMGN,Period1,best1bin,1.26996812027057E-06,0.98977130617014,6.56781647926439E-06,0.275467396896882,0.506914537666035,0.299997416518073,0.0000015,0.988309511393676,0.00001,0.25,0.3,1.14564037717462,-21.3267470294718,12.0510706074666,,,6346242.82551854,-535.713990299485,821.020800828934,5858,254,ok,
AMGN,Period2,best1bin,1.40012504412597E-06,0.98896665388238,8.41717520716947E-06,0.263256926946838,0.300413372431642,0.299996502809309,0.0000015,0.928081122707115,7.00819075477467E-06,0.25,0.3,1.0665868208849,-21.1410543637042,18.1933228064928,,,5783543.88614244,-4655.73463576468,2682.29497385025,19281,1697,ok,
AMGN,Period3,best1bin,1.06954920869338E-06,0.981561962899605,6.54867031036919E-06,0.36608194432672,0.514238287679369,0.299996068398859,0.0000015,0.605101084529377,0.00001,0.25,0.3,1.1670136646727,-20.2387168492242,13.8809947837021,-4.8368394541964,23.1112268210281,3683442.83070797,4529.73957153995,779.825037717819,6795,779,ok,
AMZN,Period1,best1bin,1.35715769095856E-06,0.987316538399803,7.85723263798887E-06,0.36548182129951,0.536238300606432,0.299994314941838,0.0000015,0.99,0.00001,0.25,0.3,1.18149160970319,-21.6069898352792,13.3470864956442,,,7300803.12827895,-488.068150677269,984.283348083496,8029,265,ok,
AMZN,Period2,best1bin,1.1898281391755E-06,0.983954936277984,6.91929355623523E-06,0.409213458418517,0.405114147107842,0.299999497255695,0.0000015,0.884225653743996,0.00001,0.25,0.3,1.14006159632402,-26.8380300703716,20.2057910790678,,,99833567.7756332,-1866.74926503415,8850.02724409103,90108,1869,ok,
AMZN,Period3,best1bin,1.06797374895766E-06,0.986616754587804,9.70117298562949E-06,0.314005436435908,0.390379972597747,0.299999105036657,0.0000015,0.798439170152239,0.00001,0.25,0.3,1.1065299623803,-25.2294504692443,21.5021877299617,-4.00316811995782,24.8444415422417,44666093.390433,2985.68374524186,7777.56955528259,84654,905,ok,
AVGO,Period1,best1bin,1.08387059522684E-06,0.989988659888842,9.9787583285009E-06,0.480066397887378,0.302050831789055,0.092564016173286,1.14342102084856E-06,0.663866211537172,0.00001,0.25,0.3,1.14095398600219,,,,,-36.0679091820326,-12.7848513874592,10.101086139679,12,5,ok,
AVGO,Period2,best1bin,1.42080340458738E-06,0.986595179896147,9.98209647073093E-06,0.382266916036885,0.393247726389185,0.299998987294815,0.0000015,0.98381389340807,1.99440274994018E-06,0.25,0.3,1.12877890594331,-22.0864233489495,15.0456717788918,,,9278511.32634833,-1654.8588931144,1658.83822274208,12412,1302,ok,
AVGO,Period3,best1bin,1.45645132501681E-06,0.98367893922514,6.92562536836874E-06,0.257009493329586,0.558096569699185,0.299973797218439,0.0000015,0.782438137891776,0.00001,0.25,0.3,1.15980598217836,-23.0583445924393,13.7826476905195,-4.6048908679602,23.9297226639453,15084409.6697966,4033.72454959422,1234.89071464539,11710,859,ok,
AXP,Period1,best1bin,1.4327538392851E-06,0.984677416936917,7.81668985562583E-06,0.370133417195862,0.509271006869815,0.29999934709309,0.0000015,0.756951472583263,0.00001,0.25,0.3,1.16873663434154,-21.5184625135344,11.3057367108835,-6.87977000816493,14.6661518749002,6984690.61391871,12580.2701436572,784.36363863945,5244,268,ok,
AXP,Period2,best1bin,1.2780022665278E-06,0.973300727393027,7.91437251440797E-06,0.257329524278289,0.353122015264995,0.299999144396973,0.0000015,0.935512905911729,4.02300348920912E-06,0.25,0.3,1.06687766296711,-21.4695001296179,17.8997636074142,,,6815773.14901245,-3699.36337905188,2549.34707474709,19416,1638,ok,
AXP,Period3,best1bin,1.38256165163754E-06,0.984193809974541,7.65144655864188E-06,0.313724188336581,0.307676162548464,0.299998788564535,0.0000015,0.784309265416857,0.00001,0.25,0.3,1.07783344863697,-18.4571455203402,17.748172202755,-4.61808476402077,24.081866439603,1511439.03785218,4060.42278743522,1193.58076953888,10312,883,ok,
AZO,Period1,best1bin,1.38461324910245E-06,0.987231898684713,9.11439811638336E-06,0.283854117700142,0.317918309305638,0.29999080716749,0.0000015,0.859800319031354,0.00001,0.25,0.3,1.07530090365102,-18.2880189632562,11.9479288475963,-3.61902869193517,18.5028234461038,1388881.74542365,2463.93352541483,471.555261135101,3125,295,ok,
AZO,Period2,best1bin,1.10544667244107E-06,0.977076480875539,9.9134421954854E-06,0.252630036159773,0.583452736067508,0.29994487605367,0.000001,0.99,4.1220093871358E-06,0.25,0.3,1.16572615994254,-19.8158585395904,14.358010531479,,,2981476.6914692,-3025.16953598943,775.951364040375,6869,903,ok,
AZO,Period3,best1bin,1.44647046317138E-06,0.972817745581093,4.78875846492234E-06,0.323281821338412,0.525334065011082,0.299997644967755,0.0000015,0.753926836229649,0.00001,0.25,0.3,1.15189469224033,-22.2824163891522,3.6935202117413,-3.96474414921081,19.9085704401959,10233817.0814618,2928.87032953122,167.447948217392,1333,395,ok,
BAC,Period1,best1bin,0.0000015,0.878855514011977,0.00001,0.25,0.3,0.1,0.0000015,0.878855514011977,0.00001,0.25,0.3,0.961710462983275,,,,,,,32623.6843957901,8705,308,ok,
BAC,Period2,best1bin,1.07865943383727E-06,0.98351851102468,8.1972857348226E-06,0.303421399852842,0.302028113752439,0.299996304025854,0.0000015,0.960684552853879,2.53719040618001E-06,0.25,0.3,1.07265753574106,-26.4643045425414,17.0640379280596,,,82817692.2685064,-996.448605976368,5956.22107100487,44608,1761,ok,
BAC,Period3,best1bin,1.01147956730403E-06,0.976136316121463,9.41368571799113E-06,0.340529456494341,0.430809191315343,0.299998270207377,0.0000015,0.615396631699244,0.00001,0.25,0.3,1.11999954366193,-23.4144605211031,18.4006915197716,-6.27189646083654,22.3252538271256,18024279.3643843,9283.07594470388,3392.5794506073,31667,868,ok,
BAX,Period1,best1bin,0.0000015,0.635771103302719,0.00001,0.25,0.3,0.1,0.0000015,0.635771103302719,0.00001,0.25,0.3,0.746126595087594,,,,,,,7692.16460466385,2126,300,ok,
BAX,Period2,best1bin,1.47518981187877E-06,0.984337933918133,4.57961318358887E-06,0.355211865348458,0.459988687540076,0.299991923678434,0.0000015,0.978423460235177,1.93546149154298E-06,0.25,0.3,1.14310377049616,-21.4949733771798,12.5055963566517,,,6903138.27471733,-3558.79244623886,964.078454256058,6635,1193,ok,
BAX,Period3,best1bin,1.21190719097376E-06,0.989874398108025,6.16875667758846E-06,0.407854761784149,0.339702101779058,0.299998833635969,0.0000015,0.5,0.00001,0.25,0.3,1.12320717088717,-17.2588883591752,10.6624357327701,-6.24299819000338,19.2915020605168,830218.484597593,9149.90792156224,351.501917362213,1967,521,ok,
BBY,Period1,best1bin,1.10615616004795E-06,0.989388316905056,8.9111924670761E-06,0.286470061180099,0.350837575767713,0.299998911433459,0.0000015,0.91729635275903,0.00001,0.25,0.3,1.0881366376664,-22.1019297930529,11.2527891630579,-3.56622985016876,18.8725276229067,9350729.2841358,2399.73819527658,797.302170991898,5831,311,ok,
BBY,Period2,best1bin,1.2424689084345E-06,0.987809594680437,7.21377915124979E-06,0.325080700474257,0.518609875199729,0.299995527128083,0.0000015,0.982209811797667,4.63066573924926E-06,0.25,0.3,1.1620677518423,-21.8908805486861,16.9614710184455,,,8414275.40491191,-3334.47571968059,2142.1963467598,17509,1516,ok,
BBY,Period3,best1bin,1.43684235096505E-06,0.98964011343534,6.12036944098061E-06,0.322011764567758,0.315971864583471,0.299996758012845,0.0000015,0.777677971444161,0.00001,0.25,0.3,1.0876200393006,-18.5543654014546,16.7496132720263,-4.91450506777792,23.4500852813272,1586724.99866353,4709.10210939327,1169.22236895561,8611,835,ok,
BDX,Period1,best1bin,1.29939919758494E-06,0.988758583547919,8.60071760264526E-06,0.44579978930736,0.347382589430654,0.299989523667659,0.0000015,0.92197771303288,0.00001,0.25,0.3,1.13888351125187,-15.0623664697439,7.39883270535849,1.96381113666052,22.6442353666584,276836.742696505,151.123053935824,150.867398738861,660,232,ok,
BDX,Period2,best1bin,1.19481643644329E-06,0.986811013983016,4.08228254303182E-06,0.392268047500706,0.300753524129523,0.299998974105191,0.0000015,0.927625103091326,0.00001,0.25,0.3,1.10368604263288,-16.6635279012047,12.1302748195836,,,616469.390928133,-2256.41719084546,590.024836301804,2342,727,ok,
BDX,Period3,best1bin,1.20823559695942E-06,0.984078721872902,9.22172821860045E-06,0.300970630754883,0.348650571225584,0.299999225989412,0.0000015,0.960105913517496,5.50288664003074E-06,0.25,0.3,1.0865318551807,-17.8766148394518,8.91116616509994,,,1130654.7184099,-1139.58320805418,241.24759888649,1568,442,ok,
BIIB,Period1,best1bin,1.34457178574942E-06,0.989070372558335,8.66012751273877E-06,0.385682518192306,0.435549502780468,0.299998835679901,0.0000015,0.99,0.00001,0.25,0.3,1.14748184132079,-19.4639663899494,9.71788241277619,,,2500454.80420506,-509.690570523407,382.882356643677,2531,250,ok,
BIIB,Period2,best1bin,1.06935005970653E-06,0.980234683635869,9.92742918387388E-06,0.273860807978875,0.394141906864356,0.299998099142104,0.0000015,0.956419229021889,0.00001,0.25,0.3,1.09142458282555,-22.1616730819351,15.7893975701521,,,9634264.69581367,-3250.04057658683,1778.26462435722,14621,1427,ok,
BIIB,Period3,best1bin,1.0051330280193E-06,0.988295096467448,9.24595567731602E-06,0.331159583153981,0.49650741149775,0.299999266191962,0.0000015,0.5,0.00001,0.25,0.3,1.15451872092878,-22.1311929537897,10.7243722132386,-7.83275301700801,18.3763701010949,9488551.04749573,20259.4475315417,651.492678403854,5277,583,ok,
BLK,Period1,best1bin,1.46260828876398E-06,0.989822762511698,9.95693044503996E-06,0.430887382300273,0.527007493886339,0.299997727414972,0.0000015,0.8036010961685,0.00001,0.25,0.3,1.20131175642525,-14.6289480451804,9.432777425707,-5.06786155184752,13.192689149668,222898.997669153,5084.39221326387,171.182562112808,909,155,ok,
BLK,Period2,best1bin,1.30103977327774E-06,0.985421892056584,9.23158769566198E-06,0.252208149620628,0.545408916378256,0.299995978370921,0.000001,0.99,3.19397956840413E-06,0.25,0.3,1.15418202300645,-18.2826609016782,14.8115733240355,,,1385165.8681626,-2454.99587558265,774.971616744995,5535,818,ok,
BLK,Period3,best1bin,1.26400548160722E-06,0.986981610346179,8.93312325374761E-06,0.279073659259734,0.588909819541392,0.299999179268516,0.0000015,0.777677149064357,0.00001,0.25,0.3,1.18272126136627,-20.1354866843112,10.0051586128476,-4.07016605438872,21.7784245946685,3498144.8467659,3087.39516960167,417.509565114975,3066,549,ok,
BMY,Period1,best1bin,1.49623213929507E-06,0.987449809499473,7.98635553478252E-06,0.391378632757045,0.422289604657982,0.2999979637804,0.0000015,0.745013591078207,0.00001,0.25,0.3,1.1430498111314,-20.2050058846698,10.5357763149383,-4.98311986033296,17.2992769727233,3621876.94431229,4873.46240786282,535.786444425583,3457,303,ok,
BMY,Period2,best1bin,1.16964675230519E-06,0.975189938112286,9.09364986661936E-06,0.25770280434952,0.333366745644033,0.299999948215249,0.0000015,0.700611531172638,0.00001,0.25,0.3,1.06232741560708,-22.8258456917015,16.815055133931,-2.04850339667699,30.5817977835889,13428942.7964418,1123.55348741535,3458.04656171799,20500,1700,ok,
BMY,Period3,best1bin,1.30589461683873E-06,0.984276345472678,9.24643317190519E-06,0.258702164901897,0.336287692951626,0.299996431028862,0.0000015,0.72253748822516,0.00001,0.25,0.3,1.07182841299338,-20.8387709441631,15.4373197096082,-0.302268588093428,28.2183589234933,4972262.23252606,469.249351769158,1627.63926911354,10459,857,ok,
BSX,Period1,best1bin,0.0000015,0.5,0.00001,0.25,0.3,0.1,0.0000015,0.5,0.00001,0.25,0.3,0.63442887710306,,,,,,,8495.44008088112,2157,268,ok,
BSX,Period2,best1bin,1.17627137691272E-06,0.988811779163172,4.6486300208686E-06,0.270360538477522,0.300685749359152,0.299992691044776,0.000001,0.99,7.67521830502011E-07,0.25,0.3,1.06829559358277,-19.8731635227405,13.0473559607538,,,3068139.04460695,-1286.32186423344,875.693445920944,5346,797,ok,
BSX,Period3,best1bin,1.30624047809E-06,0.98849229060412,9.41569034953865E-06,0.483954317250214,0.329881191800837,0.299995507884088,1.45545350459751E-06,0.987594607519982,9.50344859812437E-06,0.25,0.3,1.14897797653532,-17.6257315651052,13.1654180196923,,,997358.718925556,-1410.34635144973,527.806267976761,3492,473,ok,
BX,Period1,best1bin,1.36914158221644E-06,0.988613868763999,8.9964088097489E-06,0.341771383740199,0.304254500282926,0.299994864656516,0.000001,0.98166125180811,0.00001,0.25,0.3,1.08937406857398,-18.8659611624268,8.57830361624053,,,1854230.94140178,-129.094623882209,352.011192321777,1788,183,ok,
BX,Period2,best1bin,1.01965076770046E-06,0.983404774936703,7.79354435919E-06,0.344837932474305,0.301553575210175,0.299999869218104,0.0000015,0.966017573069839,1.43086784435512E-06,0.25,0.3,1.08486529570508,-24.3411215469962,14.2168804073662,-2.87583157283848,29.6691601134137,28647042.6811298,1699.20502177487,2565.44354748726,16508,1676,ok,
BX,Period3,best1bin,1.44383136643784E-06,0.980588203708197,9.70990029018373E-06,0.363013993949759,0.300001511923317,0.299998303706988,0.0000015,0.889718821607703,0.00001,0.25,0.3,1.08781123928174,-20.6879816393595,15.7489883677329,-1.84757473360867,26.797768584537,4611163.73255845,1016.16129128581,1411.20079159737,10801,875,ok,
C,Period1,best1bin,1.33246023954821E-06,0.987118787239856,4.75838384341843E-06,0.432029822117348,0.301001498908547,0.299999252843553,0.0000015,0.931635530068265,0.00001,0.25,0.3,1.11877395826424,-24.1530308173748,9.99236894544944,-6.00530183184339,16.177259087189,26075726.1945927,8124.59301857371,1072.81270074844,6830,298,ok,
C,Period2,best1bin,1.16216080573638E-06,0.961041567069808,7.23398132600998E-06,0.459609614365044,0.305193991503979,0.299992748496458,0.0000015,0.969581461426449,1.64509817454219E-06,0.25,0.3,1.10814496513615,-25.9499247194047,17.2988196243231,,,64036408.3282797,-1533.59561222425,5186.28386807442,42182,1873,ok,
C,Period3,best1bin,1.4563241637661E-06,0.978619124701975,4.70606399903095E-06,0.476375932200119,0.303949961312376,0.299994871413094,0.0000015,0.686517286415017,0.00001,0.25,0.3,1.13005088337564,-22.5350804495191,17.7980510000474,-5.88633256810988,22.7931988767236,11611891.0873001,7655.39788633811,2436.08705019951,23544,880,ok,
CAH,Period1,best1bin,1.21897198783291E-06,0.989030882565159,6.63475750159941E-06,0.278425276271328,0.314416436094154,0.299997289491749,0.0000015,0.99,0.00001,0.25,0.3,1.07450473077881,-20.1756740192564,5.89684805149927,,,3569146.35754034,-630.725695157129,212.542675495148,1359,289,ok,
CAH,Period2,best1bin,1.18104772607025E-06,0.988845508275644,6.17267224121608E-06,0.309545755452309,0.340545460118598,0.299999977472798,0.000001,0.500168265435603,0.00001,0.25,0.3,1.09069025135569,-18.4406885657381,12.2783513181194,-6.71804423415215,21.8444439123484,1499053.22411553,11603.0365811668,651.812923908234,3442,863,ok,
CAH,Period3,best1bin,1.39275310239263E-06,0.988830424401886,7.98276208715051E-06,0.260332903359276,0.306607628460545,0.29999810263089,0.000001,0.99,7.00425509931828E-07,0.25,0.3,1.06750506635339,-16.6348269733957,13.319750342061,,,607685.94319523,-937.590305038153,546.59043431282,2954,607,ok,
CAT,Period1,best1bin,0.0000015,0.848496513423157,0.00001,0.25,0.3,0.1,0.0000015,0.848496513423157,0.00001,0.25,0.3,0.934048357095875,,,,,,,26614.2086529732,7856,310,ok,
CAT,Period2,best1bin,1.21744604060145E-06,0.970868602871327,5.84627288415058E-06,0.262360918934247,0.357519223645348,0.299997092928009,0.0000015,0.964100472431038,2.35140695237687E-06,0.25,0.3,1.06735143750172,-24.3019344977339,18.0341114305442,,,28091209.2945337,-2764.4607635445,3807.28983473778,35144,1797,ok,
CAT,Period3,best1bin,1.36634170270932E-06,0.986991943717565,9.60703512075128E-06,0.295981341827294,0.400196318257188,0.299989216219771,0.0000015,0.79219145190207,0.00001,0.25,0.3,1.10540270712263,-21.7370711715517,16.2450226598691,-3.23428268781278,25.6133269743868,7791434.80028434,2032.74290331308,1291.98814892769,14712,905,ok,
CCL,Period1,best1bin,1.06593438422251E-06,0.989943267881813,6.81060624036215E-06,0.30476122133169,0.325510061927743,0.299987952172948,0.0000015,0.898776358218633,0.00001,0.25,0.3,1.08573655926096,-18.2065793828986,11.4731461338699,-4.28249704113378,17.2184808115564,1333462.75432511,3433.20161608598,515.195282459259,2796,266,ok,
CCL,Period2,best1bin,1.38887552948007E-06,0.98994100250525,9.04061524303729E-06,0.358486296978935,0.318791089893474,0.299998535061869,0.0000015,0.983877398323329,0.00001,0.25,0.3,1.10005607704421,-19.3704079869612,15.5373717168982,,,2386179.22358251,-3271.95873917486,1249.20474147797,7955,1044,ok,
CCL,Period3,best1bin,1.06098518372039E-06,0.989805842272158,6.79468890102514E-06,0.418304918077903,0.404004035643259,0.299998944190243,0.0000015,0.825427463235944,0.00001,0.25,0.3,1.14800429909804,-21.601685797389,18.5912465323998,-7.83391540853282,19.8383308004657,7281466.91140791,20271.225658963,3272.24417090416,22893,744,ok,
COF,Period1,best1bin,1.16768117266072E-06,0.987297387200638,8.38988067347872E-06,0.462182777019092,0.51500352421075,0.299995746594451,0.0000015,0.918436601741328,0.00001,0.25,0.3,1.20565238778328,-20.6740509307758,12.1348694429448,-5.00175535372539,17.4562637731315,4579156.94218453,4919.08431271388,763.442891120911,5228,312,ok,
COF,Period2,best1bin,1.23455815036116E-06,0.983740262331736,9.43358995707497E-06,0.425899239566075,0.300050739874966,0.299995648799411,0.000001,0.99,1.86595879934694E-06,0.25,0.3,1.11317811359436,-20.2543264811406,16.3492649160884,,,3712303.90527571,-4258.32122468747,1430.70637869835,11167,1363,ok,
COF,Period3,best1bin,1.09206726513602E-06,0.988883749298866,9.10800007765292E-06,0.2617049892474,0.590308227422484,0.299993468910076,0.0000015,0.705645069267608,0.00001,0.25,0.3,1.1810352977245,-18.5131306113746,15.455688184192,-6.8599745084829,21.2100781794431,1554345.79690606,12456.3679647381,942.775478363037,6593,795,ok,
COR,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
COR,Period2,best1bin,1.31324835427708E-06,0.989461493747542,9.36928176280824E-06,0.362252141554365,0.361253049409151,0.299991427790465,0.0000015,0.859182828788285,0.00001,0.25,0.3,1.1138960577481,-15.4419313419873,0.923066450831481,-1.03887889072612,15.5852288560679,334691.894934059,678.198111671055,67.4410774707794,195,118,ok,
COR,Period3,best1bin,1.41647281694343E-06,0.989339930841561,6.68981651154341E-06,0.445092983223069,0.35378226756796,0.299995269392602,0.000001,0.505886998294683,0.00001,0.25,0.3,1.14107981989179,-13.2363195326645,-1.64887896498292,-2.51900517861603,8.32096976000589,111097.08818543,1421.54926750917,27.8764293193817,75,45,ok,
CRM,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
CRM,Period2,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
CRM,Period3,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
CSCO,Period1,best1bin,1.41646209330553E-06,0.970294343201563,9.15766796820737E-06,0.428513941438517,0.529716954780351,0.299997874786848,0.0000015,0.905065194393437,0.00001,0.25,0.3,1.18562024389083,-22.0888006932491,10.8689906736086,-2.27482372788804,18.8057487491019,9289546.99194824,1258.16786196639,616.383303403854,5386,248,ok,
CSCO,Period2,best1bin,1.25363419892709E-06,0.968984202826226,9.71246664178117E-06,0.252508504369666,0.45722813795587,0.299998670803954,0.0000015,0.975802696244472,1.33362561670174E-06,0.25,0.3,1.10079448596924,-24.5296383770235,17.0744383889105,,,31478621.4264923,-2198.38568660505,3497.47412896156,30358,1681,ok,
CSCO,Period3,best1bin,1.19372364018676E-06,0.984881260772401,4.04649812366552E-06,0.329753554221096,0.303342423885264,0.299996350720667,0.0000015,0.629017782601869,0.00001,0.25,0.3,1.08200976450699,-22.1923803298644,16.4711158279149,-4.39276416428792,24.1558028622785,9783326.9679262,3627.80144829093,1936.03000974655,16860,861,ok,
CTAS,Period1,best1bin,0.0000015,0.898811451350967,0.00001,0.25,0.3,0.1,0.0000015,0.898811451350967,0.00001,0.25,0.3,0.979980624901269,,,,,,,2773.82214450836,609,220,ok,
CTAS,Period2,best1bin,1.22188910361939E-06,0.981959685216485,9.85947193995227E-06,0.267494519401069,0.411934466650664,0.29999952878912,0.000001,0.987813365150077,7.4321526120024E-06,0.25,0.3,1.09794724199915,-17.26209809597,9.70421737784917,,,831551.945735081,-1588.96519744796,277.864651679993,1625,505,ok,
CTAS,Period3,best1bin,1.01635799387186E-06,0.983765859421515,8.88520143779988E-06,0.36795446711539,0.436550031004532,0.299989691404046,0.0000015,0.965341189128094,0.00001,0.25,0.3,1.1374364534705,-18.6784651725376,4.64995341637444,,,1688299.86966918,-465.86292428991,103.371541261673,785,198,ok,
CVS,Period1,best1bin,0.000001,0.99,4.42940338341503E-06,0.25,0.3,0.1,0.000001,0.99,4.42940338341503E-06,0.25,0.3,1.06423681576077,,,,,,,11572.0023880005,3224,306,ok,
CVS,Period2,best1bin,1.04078492861061E-06,0.987094907805109,7.42415806722492E-06,0.262112309007467,0.367619208374943,0.299997635292825,0.0000015,0.962214742601567,2.17556000865993E-06,0.25,0.3,1.08545064464969,-23.0470614427264,16.2862783292616,,,14999549.4412176,-2344.28612835399,2335.93250894547,19277,1613,ok,
CVS,Period3,best1bin,1.29063986196257E-06,0.986027083682717,7.95999290223959E-06,0.332416918029415,0.357836045300105,0.299998228281299,0.0000015,0.820610803929724,0.00001,0.25,0.3,1.10036223696066,-22.4859470172039,15.3088174919204,1.77693936663997,30.3671732273232,11330100.560969,165.924077069315,1614.96417784691,14171,867,ok,
DELL,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
DELL,Period2,best1bin,1.32436253841667E-06,0.989370188349723,7.99140760109759E-06,0.396977046726535,0.307864369543994,0.29999658886235,0.000001,0.887689349578941,0.00001,0.25,0.3,1.1096056125143,-17.7576237886569,5.60886605018139,-0.0974949163455321,13.1306608000003,1065347.81890578,423.582143283503,103.58283662796,791,67,ok,
DELL,Period3,best1bin,1.26432761284989E-06,0.989690885284623,7.09976954866806E-06,0.398877426000594,0.302784349781567,0.299989583311072,0.0000015,0.936129476917164,0.00001,0.25,0.3,1.10917519441834,-19.1823286288219,11.360787712951,,,2172011.62973364,-185.020394001063,433.759298324585,3323,367,ok,
DHI,Period1,best1bin,0.0000015,0.914599293842833,0.00001,0.25,0.3,0.1,0.0000015,0.914599293842833,0.00001,0.25,0.3,0.994480702879678,,,,,,,9126.02645993233,2430,302,ok,
DHI,Period2,best1bin,1.32486678325928E-06,0.981647168015523,9.59665492046921E-06,0.345661755610853,0.33708692056643,0.299999652807389,0.0000015,0.977810298303478,1.68151663057742E-06,0.25,0.3,1.0939564908513,-19.4151074615077,15.7115686262574,,,2440110.12818731,-565.733616091211,1001.90594506264,8311,1353,ok,
DHI,Period3,best1bin,1.42324626956039E-06,0.989325600131048,9.36761561159501E-06,0.252136572964851,0.35701699870081,0.299998951467106,0.0000015,0.70186089745643,0.00001,0.25,0.3,1.0815725273657,-17.1169205600944,16.6110937019204,-5.93812678907934,21.9324190279545,773329.331399994,7856.23996129891,1034.55284643173,6283,769,ok,
DHR,Period1,best1bin,1.43148368605813E-06,0.989193042785961,9.63628668994261E-06,0.299237501945737,0.536820954509027,0.299997329828349,0.0000015,0.953595655759745,0.00001,0.25,0.3,1.16456974705758,-16.6417086536489,10.0883423959176,,,609780.494815061,-225.764927418381,290.952813148499,1550,291,ok,
DHR,Period2,best1bin,1.21328482780978E-06,0.979183756066263,4.93335666129089E-06,0.481757250460742,0.335818709445155,0.299998873494222,0.000001,0.909463444727139,0.00001,0.25,0.3,1.14178153871691,-20.2837467662847,11.4837387274426,,,3767316.05125314,-1959.49010490809,554.724598884583,4245,729,ok,
DHR,Period3,best1bin,1.46949191856365E-06,0.98952480485874,8.61426467640427E-06,0.346433801076281,0.313091642590574,0.299990372305962,0.000001,0.968449037198475,0.00001,0.25,0.3,1.0941673065374,-16.6872136944829,13.7678615140697,,,623813.576584349,-1113.81853164712,836.055953979492,3265,429,ok,
DOV,Period1,best1bin,1.3488945858197E-06,0.99,9.88467873556437E-06,0.452388293004682,0.523810510470722,0.299992893105027,0.0000015,0.99,0.00001,0.25,0.3,1.20794561906851,-14.0487714161335,5.67833162689935,,,166772.470123999,-414.093473256588,120.475461483002,382,187,ok,
DOV,Period2,best1bin,1.18615471122995E-06,0.986900459295108,8.76495632147695E-06,0.276532811952118,0.333569692802894,0.299999323115545,0.000001,0.50047122771332,0.00001,0.25,0.3,1.07782728332414,-18.7827011135932,8.65596769358906,-6.99025684406841,19.7879198974556,1778623.941627,13294.8021500296,363.329752445221,1786,641,ok,
DOV,Period3,best1bin,1.49343453191942E-06,0.989338397681677,9.00729275592251E-06,0.251105873542731,0.586753993392735,0.29999829043179,0.0000015,0.907777763210971,0.00001,0.25,0.3,1.17733804563545,-14.6275318639057,6.45549864151857,3.17266573889727,22.6548101718602,222741.220842574,82.5717102176267,121.52969455719,501,190,ok,
DRI,Period1,best1bin,1.35227239644494E-06,0.989905456794416,8.8506881337563E-06,0.47803704614883,0.301804871313766,0.299996519134035,0.0000015,0.744411878983718,0.00001,0.25,0.3,1.1399642149256,-16.8277393497806,9.5826289406867,-6.55822267980732,13.9649873158264,669221.031142021,10711.9084399211,294.865166902542,1454,226,ok,
DRI,Period2,best1bin,1.36055887106258E-06,0.986152096496275,7.85248501028103E-06,0.291302307098969,0.310361686261026,0.29999941113998,0.000001,0.5,0.00001,0.25,0.3,1.07409374260699,-19.4632244590868,12.8872834603252,-6.3556100817996,20.5887311252154,2499527.39393929,9679.88249160366,775.687665462494,4770,659,ok,
DRI,Period3,best1bin,1.32477193119426E-06,0.988169247343567,9.88136315199376E-06,0.476774959117606,0.405355150253297,0.2999944999201,0.0000015,0.944987708990609,0.00001,0.25,0.3,1.16966047251902,-17.2723675020578,12.3516120677244,,,835832.698834756,-301.643496102805,375.926873445511,2765,269,ok,
EBAY,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
EBAY,Period2,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
EBAY,Period3,,,,,,,,,,,,,,,,,,,,,,,failed,first_obs and last_obs produce an empty array.
