S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
105.361649008325,1.19367674021703,0.05,0.400071039413188,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.19367674021703,0.05,0.400071039413188,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,20.4061007238233
105.361649008325,0.83493985716087,0.05,0.307429389596555,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,17.3910088350804
105.361649008325,0.83493985716087,0.05,0.307429389596555,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,0.946042233209078,0.05,0.506085324304004,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,5.68507928589821
105.361649008325,0.946042233209078,0.05,0.506085324304004,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.16961404622977,0.05,0.242083522481313,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.16961404622977,0.05,0.242083522481313,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,17.8708156057428
105.361649008325,0.920349332018648,0.05,0.26825123470769,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,8.39212572312987
105.361649008325,0.920349332018648,0.05,0.26825123470769,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.12978779036531,0.05,0.26321475924748,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.12978779036531,0.05,0.26321475924748,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,13.7004031946564
105.560031156197,0.813501884169283,0.05,0.540196757169026,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,19.6867469176626
105.560031156197,0.813501884169283,0.05,0.540196757169026,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.02157640900023,0.05,0.45662310433483,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.02157640900023,0.05,0.45662310433483,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,2.27760640630362
105.560031156197,0.951639410173508,0.05,0.610388350461653,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,5.10494536881657
105.560031156197,0.951639410173508,0.05,0.610388350461653,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,0.887458020058882,0.05,0.128262447552322,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,11.8799349089645
105.560031156197,0.887458020058882,0.05,0.128262447552322,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,0.86171503125251,0.05,0.220329604630059,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,14.5973656094188
105.560031156197,0.86171503125251,0.05,0.220329604630059,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.01834057197399,0.05,0.872970949532223,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.01834057197399,0.05,0.872970949532223,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,1.93603134899702
105.560031156197,0.903748587979377,0.05,0.13902494604571,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,10.1603020517249
105.560031156197,0.903748587979377,0.05,0.13902494604571,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,0.918499664668973,0.05,0.828160944105994,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,8.60317793678369
105.560031156197,0.918499664668973,0.05,0.828160944105994,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.17099221544758,0.05,0.885183664968294,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.560031156197,1.17099221544758,0.05,0.885183664968294,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,18.0499435901141
105.678256439255,0.874230109927416,0.05,0.447939372737863,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,13.2911426954275
105.678256439255,0.874230109927416,0.05,0.447939372737863,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,0.842695280902124,0.05,0.715908369950819,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,16.6236884439303
105.678256439255,0.842695280902124,0.05,0.715908369950819,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.05707596631443,0.05,0.584758837872052,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.05707596631443,0.05,0.584758837872052,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,6.03168860469478
105.678256439255,0.880880917372097,0.05,0.806092843699505,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,12.5882969607604
105.678256439255,0.880880917372097,0.05,0.806092843699505,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
